"","belong","name","city","district","lowsalary","highsalary","experience","degree","company","companyintroduction","companyfield","companyfinancial","companymembers","tags"
"1","shenduxuexidata","深度学习算法工程师","深圳","宝安区",25,50,"经验1-3年","本科","vivo","“扁平化，发展快，千万日活”","移动互联网","未融资","2000人以上","/NLP/图像处理/"
"2","shenduxuexidata","机器学习","北京","酒仙桥",20,35,"经验应届毕业生","本科","武汉朝城","“全额六险一金，如果周末加班双倍薪资”","移动互联网","未融资","50-150人","/语音识别/图像处理/深度学习/人工智能/"
"3","shenduxuexidata","深度学习算法工程师","北京","北京大学",30,50,"经验3-5年","硕士","旷视科技","“人工智能”","移动互联网,硬件","C轮","500-2000人","/计算机视觉/图像处理/人工智能/机器学习/"
"4","shenduxuexidata","深度学习/机器视觉/图像算法工程师","杭州","西兴",10,20,"经验不限","硕士","很赞科技","“双休法定假日 五险一金 节日福利”","游戏","未融资","50-150人","/图像处理/机器学习/模式识别/"
"5","shenduxuexidata","深度学习算法工程师实习生","上海","东外滩",6,7,"经验应届毕业生","硕士","平安科技","“年终丰厚 全年技术交流不间断”","金融","不需要融资","2000人以上","/人工智能/"
"6","shenduxuexidata","深度学习研究员","广州","官洲",20,40,"经验3-5年","本科","广州柠都","“自动驾驶 福利好”","企业服务","不需要融资","50-150人","/汽车/移动互联网/机器学习/人工智能/数据挖掘/"
"7","shenduxuexidata","机器视觉和深度学习","成都","高新区",8,12,"经验1-3年","本科","酷博","“核心岗位、前景好”","硬件,数据服务","不需要融资","150-500人","/图像处理/计算机视觉/人工智能/"
"8","shenduxuexidata","深度学习","北京","中关村",20,40,"经验3-5年","本科","友鑫金融","“企业平台大，发展前景好”","金融","未融资","50-150人","/机器学习/NLP/图像处理/"
"9","shenduxuexidata","深度学习算法工程师（可实习）","南京","秦淮区",15,20,"经验1-3年","本科","积图科技","“五险一金、双休、年终奖金、带薪年假等等”","移动互联网","未融资","15-50人","/计算机视觉/图像处理/模式识别/"
"10","shenduxuexidata","深度学习算法工程师","北京","小关",40,70,"经验1-3年","本科","台州市黄岩盈美塑业有限公司","“技术团队近300人，团队来自BAT成员”","移动互联网","C轮","500-2000人","/人工智能/"
"11","shenduxuexidata","深度学习算法工程师","北京","海淀区",17,30,"经验不限","本科","百度","“大平台,优秀团队,机会多,弹性工作时”","移动互联网,数据服务","不需要融资","2000人以上","/NLP/图像处理/"
"12","shenduxuexidata","深度学习","上海","杨浦区",25,35,"经验1-3年","硕士","R2.ai","“AI,深度学习”","人工智能","A轮","50-150人","/人工智能/图像处理/"
"13","shenduxuexidata","机器学习","北京","朝阳区",20,35,"经验1-3年","本科","闪银奇异","“全额公积金,自助午餐,高新技术,大牛领导”","移动互联网,金融","D轮及以上","500-2000人","/大数据/互联网金融/算法/数据挖掘/数据处理/"
"14","shenduxuexidata","机器学习（风控）","上海","塘桥",15,30,"经验不限","硕士","买单侠","“扁平化,弹性制”","移动互联网、金融","C轮","500-2000人","/美式企业文化/节日礼物/股票期权/岗位晋升/"
"15","shenduxuexidata","机器学习","成都","高新区",10,20,"经验1-3年","本科","完美世界（成都）","“福利 培训 个人成长”","移动互联网,游戏","上市公司","2000人以上","/云计算/大数据/"
"16","shenduxuexidata","深度学习算法工程师-杭州","杭州","西湖区",30,50,"经验3-5年","硕士","vivo","“公司文化,行业领先,技术氛围”","移动互联网","未融资","2000人以上","/机器学习/计算机视觉/图像处理/"
"17","shenduxuexidata","深度学习算法开发工程师","北京","北京大学",25,50,"经验3-5年","本科","旷视科技","“机会多,人工智能,不打卡”","移动互联网,硬件","C轮","500-2000人","/计算机视觉/"
"18","shenduxuexidata","深度学习算法工程师实习生","深圳","南山区",6,7,"经验应届毕业生","硕士","平安科技","“年终丰厚 全年技术交流不间断”","金融","不需要融资","2000人以上","/人工智能/"
"19","shenduxuexidata","机器学习","杭州","西溪",25,50,"经验3-5年","大专","蜂融网络","“五险一金 双休 下午茶 每年体检”","移动互联网,金融","A轮","150-500人","/深度学习/推荐/算法/人工智能/"
"20","shenduxuexidata","机器学习","深圳","龙岗区",20,40,"经验3-5年","本科","深圳市艾唯尔科技有限公司","“人工智能,发展空间大”","O2O,硬件","A轮","50-150人","/人工智能/深度学习/算法/"
"21","shenduxuexidata","机器学习/深度学习工程师","杭州","西溪",25,50,"经验1-3年","硕士","涂鸦智能","“氛围轻松,行业前景好,产品优秀,精英团队”","移动互联网,硬件","C轮","500-2000人","/算法/"
"22","shenduxuexidata","机器学习","北京","西直门",15,30,"经验1-3年","硕士","Udesk－企业级智能客服平台","“团队强悍,待遇丰厚,数据规模,场景明确”","移动互联网,企业服务","C轮","150-500人","/企业服务/搜索/NLP/算法/"
"23","shenduxuexidata","深度学习-算法工程师（0104114）","杭州","余杭区",10,20,"经验1-3年","本科","Uni-Ubi","“扁平化 绩效奖金 弹性工作 大牛云集”","硬件,其他","B轮","150-500人","/智能硬件/人脸识别/机器学习/图像处理/"
"24","shenduxuexidata","深度学习工程师","上海","南外滩",25,40,"经验3-5年","硕士","极链科技Video++","“极客多,技术大牛,自由环境”","数据服务,文化娱乐","C轮","150-500人","/游戏/视频/人工智能/机器学习/计算机视觉/"
"25","shenduxuexidata","算法/深度学习","北京","海淀区",15,30,"经验不限","硕士","小白世纪","“清华团队,技术牛人,绩效奖金,人工智能”","移动互联网","A轮","15-50人","/人工智能/"
"26","shenduxuexidata","机器学习/深度学习","大连","火炬路",15,25,"经验3-5年","硕士","LINE China","“弹性工作制,绩效奖金,加班补助,股票期权”","移动互联网,游戏","上市公司","150-500人","/图像处理/数据挖掘/"
"27","shenduxuexidata","深度学习工程师","广州","员村",10,20,"经验1-3年","本科","造就科技","“早九晚六 五险一金 福利佳”","移动互联网","A轮","150-500人","/新零售/人工智能/机器学习/算法/"
"28","shenduxuexidata","机器学习／深度学习","上海","杨浦区",18,35,"经验3-5年","本科","千寻位置","“阿里系平台 发展前景广阔”","移动互联网","不需要融资","150-500人","/节日礼物/股票期权/带薪年假/绩效奖金/"
"29","shenduxuexidata","深度学习/计算机视觉研究员","北京","五道口",20,40,"经验3-5年","本科","商汤科技","“大牛云集；扁平管理；带薪年假”","移动互联网","C轮","2000人以上","/人工智能/算法/"
"30","shenduxuexidata","深度学习研究员","厦门","思明区",10,20,"经验不限","本科","唯你网","“落户厦门,六险一金,AI大团队,专家云集”","企业服务,移动互联网","A轮","500-2000人","/Python/算法/机器学习/"
"31","shenduxuexidata","深度学习算法工程师实习生","北京","朝阳区",6,7,"经验应届毕业生","大专","平安科技","“全年技术交流不间断”","金融","不需要融资","2000人以上","/人工智能/"
"32","shenduxuexidata","深度学习/计算机视觉算法开发工程师","北京","五道口",20,40,"经验3-5年","本科","商汤科技","“大牛云集；扁平管理；带薪年假”","移动互联网","C轮","2000人以上","/五险一金/弹性工作/丰盛三餐/发展空间大/"
"33","shenduxuexidata","深度学习工程师","北京","工体",20,40,"经验1-3年","本科","百炼智能","“团队技术强,氛围好”","移动互联网,人工智能","天使轮","15-50人","/人工智能/机器学习/"
"34","shenduxuexidata","深度学习工程师","上海","长宁区",25,50,"经验3-5年","本科","拼多多","“发展快,薪酬给力,包三餐,上市公司”","电子商务,移动互联网","上市公司","2000人以上","/图像处理/计算机视觉/算法/"
"35","shenduxuexidata","机器学习/深度学习/算法工程师","武汉","洪山区",8,16,"经验3-5年","本科","有点","“工作氛围好,周末双休,良好的环境”","移动互联网,数据服务","未融资","15-50人","/"
"36","shenduxuexidata","机器学习/深度学习/算法工程师","福州","铜盘",10,15,"经验不限","本科","顶点软件","“六险一金,餐补体检等,员工旅游,丰厚年终奖”","移动互联网,企业服务","不需要融资","500-2000人","/大数据/"
"37","shenduxuexidata","深度学习工程师","上海","江苏路地铁",14,24,"经验不限","硕士","WESTWELLlab西井科技","“全球顶尖神经形态团队+一线薪酬福利”","数据服务,硬件","B轮","50-150人","/技能培训/股票期权/带薪年假/绩效奖金/"
"38","shenduxuexidata","深度学习系统工程师","上海","徐家汇",25,50,"经验1-3年","硕士","媒智科技","“股权激励,人性化,氛围好,发展空间”","移动互联网","A轮","15-50人","/人工智能/机器学习/图像处理/"
"39","shenduxuexidata","深度学习-算法团队负责人","广州","越秀区",50,80,"经验3-5年","本科","筷子科技","“人工智能,产品牛,前景好,氛围活跃”","数据服务,广告营销","B轮","50-150人","/人工智能/机器学习/"
"40","shenduxuexidata","深度学习算法工程师","杭州","西溪",16,32,"经验不限","硕士","ZOOM","“股票期权,国外工作,高速发展,弹性工作”","移动互联网,社交网络","D轮及以上","500-2000人","/视频/机器学习/NLP/"
"41","shenduxuexidata","深度学习研发工程师","广州","黄埔区",12,20,"经验1-3年","本科","多益网络","“隶属公司研究院，直接向公司副总汇报工作”","移动互联网,游戏","不需要融资","500-2000人","/算法/"
"42","shenduxuexidata","机器学习/深度学习工程师","杭州","西湖区",15,30,"经验不限","硕士","百世物流","“海量数据环境 成长空间大 弹性工作”","移动互联网,O2O","D轮及以上","2000人以上","/建模/算法/数据挖掘/"
"43","shenduxuexidata","深度学习研究员","广州","官洲",25,50,"经验5-10年","本科","文远知行","“高薪酬；三餐全包；业内大牛；人工智能”","移动互联网,企业服务","A轮","150-500人","/人工智能/"
"44","shenduxuexidata","深度学习研究员-AI平台-北京-01140","北京","北太平庄",20,40,"经验5-10年","硕士","同盾科技","“技术大牛,扁平管理,丰厚奖金,年底15薪”","信息安全,数据服务","C轮","500-2000人","/人工智能/算法/"
"45","shenduxuexidata","深度学习优化","杭州","西溪",20,30,"经验1-3年","硕士","涂鸦智能","“氛围轻松,行业前景好,弹性工作,精英团队”","移动互联网,硬件","C轮","500-2000人","/图像处理/算法/"
"46","shenduxuexidata","深度学习研发工程师","上海","徐汇区",20,40,"经验不限","硕士","商汤科技","“深入研究”","移动互联网","C轮","2000人以上","/五险一金/弹性工作/丰盛三餐/发展空间大/"
"47","shenduxuexidata","深度学习方案工程师","北京","海淀区",20,40,"经验不限","本科","寒武纪科技","“弹性工作时间 年终奖 五险一金”","硬件,数据服务","A轮","50-150人","/股票期权/午餐补助/带薪年假/定期体检/"
"48","shenduxuexidata","初级深度学习研发工程师 (MJ000019)","北京","四惠",15,25,"经验不限","硕士","推想科技","“人工智能,快速成长,弹性工作”","医疗健康,数据服务","C轮","150-500人","/人工智能/图像处理/"
"49","shenduxuexidata","深度学习架构师","佛山","顺德区",18,36,"经验3-5年","本科","博智林机器人公司","“高薪,高平台”","移动互联网,人工智能","上市公司","500-2000人","/人工智能/"
"50","shenduxuexidata","深度学习专家-金融事业部J11177","北京","中关村",20,40,"经验3-5年","硕士","去哪儿网","“薪资福利，成长空间，核心业务”","移动互联网","不需要融资","2000人以上","/金融/算法/数据挖掘/数据分析/"
"51","shenduxuexidata","深度学习架构师","深圳","上步",20,40,"经验不限","本科","云天励飞","“核心部门,算法团队,平台发展,行业前景”","移动互联网","B轮","500-2000人","/云计算/服务器端/云计算/"
"52","shenduxuexidata","机器学习","北京","上地",40,60,"经验3-5年","本科","贝壳","“六险二金,包三餐,年终奖,BAT大牛”","移动互联网,O2O","D轮及以上","2000人以上","/深度学习/搜索/推荐/"
"53","shenduxuexidata","深度学习算法工程师","北京","丰台区",12,20,"经验3-5年","本科","中住（北京）数据科技有限公司","“五险一金 绩效奖金 周末双休”","数据服务区块链","不需要融资","150-500人","/"
"54","shenduxuexidata","深度学习框架研发工程师","北京","朝阳区",25,50,"经验不限","本科","图森未来","“行业前沿,大牛云集,发展空间大,薪酬福利好”","移动互联网","D轮及以上","150-500人","/人工智能/"
"55","shenduxuexidata","深度学习算法工程师","重庆","鸳鸯",10,20,"经验3-5年","硕士","轻推","“世界500强央企 大平台”","移动互联网","不需要融资","150-500人","/云计算/大数据/"
"56","shenduxuexidata","深度学习算法工程师","上海","静安区",20,40,"经验不限","硕士","名片全能王","“专业团队,大数据,人工智能,晋升空间”","移动互联网","C轮","150-500人","/软件开发/"
"57","shenduxuexidata","深度学习算法工程师（资深）","北京","中关村",20,40,"经验3-5年","本科","深睿医疗","“大牛,人性化管理,靠谱团队,技术氛围好”","移动互联网,医疗健康","B轮","150-500人","/视频/机器学习/"
"58","shenduxuexidata","深度学习算法工程师","北京","酒仙桥",30,40,"经验1-3年","本科","轮子科技","“世界级大牛、飞速发展、年终奖金、产品成型”","移动互联网,生活服务","A轮","15-50人","/本地生活/大数据/人工智能/"
"59","shenduxuexidata","深度学习算法工程师（新产品组）","广州","广州大道南",20,40,"经验3-5年","硕士","柏视医疗","“大牛云集,高速发展,技术氛围好,弹性工作”","医疗健康,数据服务","A轮","50-150人","/医疗健康/人工智能/机器学习/"
"60","shenduxuexidata","深度学习算法工程师","成都","高新区",10,15,"经验不限","本科","中德宏泰","“优秀团队,员工旅游,带薪年假”","移动互联网,人工智能","上市公司","150-500人","/节日礼物/技能培训/带薪年假/岗位晋升/"
"61","shenduxuexidata","深度学习算法研究员","深圳","深圳湾",20,40,"经验不限","本科","商汤科技","“人工智能”","移动互联网","C轮","2000人以上","/人工智能/"
"62","shenduxuexidata","深度学习架构师A","深圳","深圳湾",20,40,"经验1-3年","本科","云天励飞","“五险一金,人工智能,成长快,气氛佳”","移动互联网","B轮","500-2000人","/搜索/"
"63","shenduxuexidata","深度学习算法工程师","上海","浦东新区",25,50,"经验1-3年","硕士","海深科技","“年底多薪 技术大牛 学术氛围好 成长迅速”","移动互联网,电子商务","A轮","15-50人","/计算机视觉/"
"64","shenduxuexidata","深度学习算法工程师(实习）","深圳","深圳湾",3,5,"经验应届毕业生","硕士","脑医生","“高端前沿,前景广阔,年终奖金”","医疗健康,数据服务","A轮","15-50人","/医疗健康/人工智能/"
"65","shenduxuexidata","深度学习算法工程师（医学方向）","上海","青浦区",18,30,"经验1-3年","硕士","哈工智能","“五险一金，扁平化管理，专业培训，周末双休”","其他,人工智能","上市公司","500-2000人","/人工智能/机器学习/"
"66","shenduxuexidata","深度学习算法工程师","成都","武侯区",15,25,"经验1-3年","硕士","臻识科技","“员工股权、绩效奖、年终奖、年度旅游、体检”","移动互联网","A轮","50-150人","/年底双薪/股票期权/年终分红/定期体检/"
"67","shenduxuexidata","深度学习算法工程师","杭州","长河",20,40,"经验1-3年","本科","杭州智团","“智慧医疗,深度学习,医疗图像”","医疗健康","不需要融资","50-150人","/软件开发/ERP/"
"68","shenduxuexidata","深度学习算法工程师","合肥","高新区",15,25,"经验1-3年","硕士","图麟科技","“人工智能行业 核心系统开发”","移动互联网,硬件","A轮","50-150人","/移动互联网/云计算/人工智能/"
"69","shenduxuexidata","深度学习算法工程师","北京","中关村",25,45,"经验3-5年","本科","北京望石智慧科技有限公司","“牛人多,期权,国际视野,发展前景好”","医疗健康,人工智能","天使轮","15-50人","/人工智能/"
"70","shenduxuexidata","深度学习算法工程师","厦门","思明区",15,30,"经验1-3年","硕士","Manteia科技","“五险一金，氛围好，办公环境优美，定期活动”","移动互联网医疗健康","天使轮","15-50人","/医疗健康/机器学习/图像处理/"
"71","shenduxuexidata","深度学习算法工程师","杭州","下沙",20,40,"经验不限","本科","嘿豆商城","“五险一金”","移动互联网,电子商务","未融资","150-500人","/智能硬件/"
"72","shenduxuexidata","深度学习算法工程师","广州","广州大道南",30,60,"经验3-5年","硕士","柏视医疗","“初创团队,扁平管理,业界大牛,高成长”","医疗健康,数据服务","A轮","50-150人","/机器学习/"
"73","shenduxuexidata","深度学习算法研究员（科研岗） (MJ000024)","北京","四惠",15,25,"经验1-3年","硕士","推想科技","“AI行业,福利优厚,大牛带队,行业领先”","医疗健康,数据服务","C轮","150-500人","/人工智能/"
"74","shenduxuexidata","高性能深度学习库开发工程师","北京","学院路",20,30,"经验3-5年","本科","寒武纪科技","“绩效奖金 六险一金 工作居住证 弹性工作”","硬件,数据服务","A轮","50-150人","/图像处理/"
"75","shenduxuexidata","深度学习算法工程师","北京","望京",25,50,"经验1-3年","本科","觉非科技","“发展前景好技术大牛薪酬福利高优质团队”","移动互联网,人工智能","A轮","15-50人","/图像处理/机器学习/数据挖掘/"
"76","shenduxuexidata","深度学习算法工程师","深圳","横岗",20,30,"经验1-3年","硕士","菁优网","“餐补双休,股权激励,16天年假,国内外旅游”","移动互联网,教育","上市公司","150-500人","/教育/NLP/数据分析/"
"77","shenduxuexidata","机器学习","北京","常营",50,70,"经验1-3年","本科","好大夫在线","“大公司,大平台,机会多,空间大”","医疗健康","D轮及以上","500-2000人","/医疗健康/人工智能/深度学习/图像处理/"
"78","shenduxuexidata","深度学习算法工程师","上海","梅园",20,40,"经验5-10年","硕士","硅基智能","“节假日福利、绩效奖金、双休、免费午餐”","移动互联网","B轮","150-500人","/人工智能/"
"79","shenduxuexidata","深度学习算法工程师","深圳","南山区",20,40,"经验1-3年","硕士","极视角","“待遇丰厚、人工智能、近地铁、颜值高”","移动互联网,数据服务","A轮","50-150人","/企业服务/人工智能/计算机视觉/"
"80","shenduxuexidata","深度学习算法工程师（2019届）","杭州","文一路",16,32,"经验应届毕业生","硕士","虹软","“AI行业风口、技术成长快、”","移动互联网,信息安全","D轮及以上","500-2000人","/人工智能/计算机视觉/机器学习/"
"81","shenduxuexidata","深度学习（机器视觉）工程师","北京","望京",15,30,"经验1-3年","硕士","INDEMIND","“大牛带队,弹性工作,氛围融洽,期权奖励”","硬件","不需要融资","15-50人","/计算机视觉/机器学习/人工智能/"
"82","shenduxuexidata","深度学习研究员","杭州","天目山路",25,50,"经验不限","博士","图普科技（深度学习图像识别云）","“人工智能,高速发展,氛围轻松,期权”","移动互联网,数据服务","A轮","50-150人","/后端/服务器端/"
"83","shenduxuexidata","【校招】深度学习算法工程师","北京","望京",12,24,"经验应届毕业生","硕士","陌陌","“完善的福利,竞争力薪酬,技术氛围好,上升空间大”","社交网络","上市公司","500-2000人","/机器学习/"
"84","shenduxuexidata","深度学习算法工程师","广州","员村",15,30,"经验不限","硕士","星舆科技","“高速成长,扁平化,行业前景佳,科研氛围”","移动互联网,数据服务","A轮","50-150人","/地图/大数据/人工智能/图像处理/"
"85","shenduxuexidata","机器学习/深度学习算法工程师","北京","上地",15,30,"经验1-3年","硕士","深思考人工智能机器人","“弹性工时、核心岗位、AI”","移动互联网,企业服务","A轮","50-150人","/其他/建模/"
"86","shenduxuexidata","深度学习算法研究员","上海","长宁区",13,25,"经验1-3年","不限","WESTWELLlab西井科技","“公司环境好,福利好,晋升快,补贴多”","数据服务,硬件","B轮","50-150人","/机器学习/"
"87","shenduxuexidata","深度学习算法工程师","北京","朝阳区",25,50,"经验1-3年","本科","便利蜂","“股票期权,弹性工作制,六险一金,发展前景好”","移动互联网,生活服务","不需要融资","2000人以上","/计算机视觉/图像处理/"
"88","shenduxuexidata","深度学习算法工程师","上海","徐汇区",20,40,"经验1-3年","本科","特赞|Tezign","“鼓励试错,设计+AI,行业前沿”","移动互联网","B轮","50-150人","/人工智能/机器学习/计算机视觉/"
"89","shenduxuexidata","机器学习","长沙","麓谷",10,15,"经验不限","硕士","星汉数智","“扁平化管理,周末双休,五险一金,交通补助”","移动互联网,数据服务","未融资","50-150人","/软件开发/"
"90","shenduxuexidata","深度学习算法工程师","上海","徐家汇",20,40,"经验1-3年","硕士","媒智科技","“股权激励,氛围好,人性化,发展空间”","移动互联网","A轮","15-50人","/人工智能/机器学习/"
"91","shenduxuexidata","深度学习算法工程师（19届）","北京","望京",12,24,"经验应届毕业生","本科","陌陌","“每日下午茶,舒适的环境,可爱的伙伴”","社交网络","上市公司","500-2000人","/社交/移动互联网/"
"92","shenduxuexidata","机器学习（NLP）","北京","定福庄",30,50,"经验不限","硕士","好大夫在线","“五险一金,年底双薪,定期体检,发展空间”","医疗健康","D轮及以上","500-2000人","/语音识别/"
"93","shenduxuexidata","高级深度学习（广州）","广州","棠下",25,40,"经验3-5年","硕士","图普科技（深度学习图像识别云）","“人工智能 高速发展 弹性工作 周末双休”","移动互联网,数据服务","A轮","50-150人","/技能培训/年底双薪/股票期权/带薪年假/"
"94","shenduxuexidata","深度学习算法专家","上海","浦东新区",40,80,"经验1-3年","博士","海深科技","“年底多薪 技术大牛 学术氛围好 成长迅速”","移动互联网,电子商务","A轮","15-50人","/"
"95","shenduxuexidata","深度学习算法专家（无人配送）","北京","望京",35,50,"经验5-10年","硕士","美团点评","“技术大牛,无人驾驶”","移动互联网,O2O","上市公司","2000人以上","/人工智能/机器学习/"
"96","shenduxuexidata","深度学习算法专家","杭州","余杭区",26,52,"经验3-5年","本科","实在智能","“人工智能、跨界赋能、创业团队”","人工智能","天使轮","15-50人","/大数据/机器学习/NLP/推荐/"
"97","shenduxuexidata","深度学习算法专家","北京","中关村",30,60,"经验5-10年","硕士","北京望石智慧科技有限公司","“牛人多,薪资有竞争,国际视野,期权”","医疗健康,人工智能","天使轮","15-50人","/人工智能/机器学习/"
"98","shenduxuexidata","深度学习算法工程师","上海","长宁区",20,40,"经验1-3年","硕士","拼多多","“平台好,大牛多,薪资待遇佳”","电子商务,移动互联网","上市公司","2000人以上","/人工智能/机器学习/"
"99","shenduxuexidata","深度学习算法工程师","广州","越秀区",15,25,"经验1-3年","本科","筷子科技","“深度学习,商业算法,大数据,团队年轻”","数据服务,广告营销","B轮","50-150人","/人工智能/图像处理/"
"100","shenduxuexidata","深度学习算法研究员","深圳","沙头角",25,50,"经验不限","本科","码隆科技","“高薪,弹性时间,有帅哥美女,高颜值队友”","移动互联网","B轮","50-150人","/人工智能/计算机视觉/"
"101","shenduxuexidata","资深深度学习算法","杭州","拱墅区",40,80,"经验3-5年","硕士","杭州相芯科技有限公司","“六险一金，技术分享，餐费补贴，福利很多等”","数据服务,社交网络","A轮","150-500人","/软件开发/ERP/"
"102","shenduxuexidata","深度学习算法工程师","北京","酒仙桥",15,30,"经验1-3年","硕士","homi","“弹性工作制,boss好,股票期权,福利好”","移动互联网,硬件","A轮","50-150人","/智能硬件/爬虫架构/机器学习/Java/C/"
"103","shenduxuexidata","深度学习算法实习生","北京","海淀区",4,5,"经验1年以下","本科","格灵深瞳","“扁平化管理,导师制”","企业服务,数据服务","C轮","150-500人","/机器学习/"
"104","shenduxuexidata","深度学习工程师","北京","望京",30,50,"经验1-3年","硕士","猿辅导","“大牛团队，薪资福利好，地铁旁边”","移动互联网,教育","D轮及以上","500-2000人","/机器学习/语音识别/"
"105","shenduxuexidata","机器学习","长沙","开福区",12,24,"经验3-5年","硕士","安存科技","“机器学习,深度学习,数据挖掘”","移动互联网,数据服务","未融资","15-50人","/大数据/算法/数据挖掘/"
"106","shenduxuexidata","机器学习","北京","朝阳区",25,50,"经验不限","本科","好大夫在线","“大公司,大平台,空间大,机会多”","医疗健康","D轮及以上","500-2000人","/图像处理/"
"107","shenduxuexidata","资深深度学习框架工程师","上海","长宁区",50,60,"经验3-5年","本科","拼多多","“上升空间大，成长迅速，平台好，薪酬待遇高”","电子商务,移动互联网","上市公司","2000人以上","/电商/移动互联网/Flink/Hadoop/Spark/"
"108","shenduxuexidata","深度学习算法专家","杭州","临平",25,50,"经验3-5年","本科","淘宝","“Geek,亿级流量,大数据,GPU集群”","电子商务,移动互联网","上市公司","2000人以上","/电商/大数据/人工智能/机器学习/"
"109","shenduxuexidata","深度学习算法工程师","上海","张江",18,35,"经验1-3年","硕士","达观数据","“技术强 发展空间大 人工智能 薪资福利优”","人工智能","B轮","150-500人","/机器学习/图像处理/NLP/"
"110","shenduxuexidata","深度学习算法工程师/资深","深圳","南山区",25,50,"经验不限","本科","无秘","“弹性工作制,技术大咖,免费晚餐”","移动互联网,金融","B轮","150-500人","/机器学习/计算机视觉/"
"111","shenduxuexidata","机器学习/深度学习算法研究员/专家","北京","望京",25,40,"经验3-5年","本科","美团点评","“技术大牛；免费班车”","移动互联网,O2O","上市公司","2000人以上","/人工智能/"
"112","shenduxuexidata","机器学习","北京","望京",20,40,"经验1-3年","本科","数美","“海量数据,顶级团队,飞速发展”","企业服务,数据服务","B轮","150-500人","/广告营销/大数据/数据挖掘/数据分析/"
"113","shenduxuexidata","深度学习应用开发工程师","上海","三林",20,30,"经验3-5年","硕士","中国电信云计算公司","“央企福利，中台研发加班少 待遇好牛人多”","数据服务","上市公司","500-2000人","/大数据/云计算/算法/数据挖掘/"
"114","shenduxuexidata","深度学习工程师","上海","徐汇区",25,40,"经验1-3年","本科","思核科技","“技术驱动,前沿科技,薪资高,精英团队”","人工智能","B轮","50-150人","/人工智能/机器学习/计算机视觉/"
"115","shenduxuexidata","深度学习（广州）","广州","棠下",19,30,"经验不限","硕士","图普科技（深度学习图像识别云）","“人工智能 高速发展 弹性工作 周末双休”","移动互联网,数据服务","A轮","50-150人","/技能培训/年底双薪/股票期权/带薪年假/"
"116","shenduxuexidata","深度学习平台开发工程师","北京","海淀区",15,30,"经验不限","本科","格灵深瞳","“扁平化管理,不定期团建”","企业服务,数据服务","C轮","150-500人","/后端/docker/Python/Golang/"
"117","shenduxuexidata","深度学习工程师","福州","台江区",15,24,"经验1-3年","硕士","思凯迈（福州）科技有限公司","“AI,高效,深度学习”","移动互联网,数据服务","不需要融资","15-50人","/大数据/机器学习/算法/"
"118","shenduxuexidata","深度学习工程师（2019届校招）","南京","沿江",10,15,"经验应届毕业生","硕士","焦点科技","“一日三餐、免费班车、下午茶”","电子商务","上市公司","2000人以上","/人工智能/"
"119","shenduxuexidata","机器学习","北京","学院路",25,45,"经验不限","硕士","华凯实业","“待遇好，空间大，上市企业”","移动互联网电子商务","未融资","150-500人","/人工智能/深度学习/"
"120","shenduxuexidata","深度学习算法研发工程师","西安","曲江新区",15,30,"经验3-5年","硕士","维视科技","“硅谷资源,精英团队,深度学习,人工智能”","移动互联网","A轮","15-50人","/人工智能/计算机视觉/模式识别/"
"121","shenduxuexidata","深度学习","北京","常营",50,70,"经验1-3年","本科","好大夫在线","“大公司,大平台,机会多,空间大”","医疗健康","D轮及以上","500-2000人","/医疗健康/人工智能/图像处理/算法/"
"122","shenduxuexidata","机器学习","北京","望京",20,40,"经验1-3年","本科","数美","“飞速发展,大佬领投,顶级团队,海量数据”","企业服务,数据服务","B轮","150-500人","/广告营销/金融/NLP/算法/"
"123","shenduxuexidata","2019-深度学习/机器学习工程师","武汉","东湖新技术开发区",7,14,"经验应届毕业生","本科","极验","“团队超棒,产品超酷,AI,极客范”","信息安全,数据服务","B轮","50-150人","/信息安全/算法/"
"124","shenduxuexidata","高级深度学习算法工程师 (MJ000018)","北京","四惠",30,60,"经验3-5年","硕士","推想科技","“人工智能,快速成长,弹性工作,年终奖丰厚”","医疗健康,数据服务","C轮","150-500人","/午餐补助/弹性工作/技能培训/五险一金/"
"125","shenduxuexidata","资深深度学习算法工程师","成都","武侯区",30,45,"经验3-5年","硕士","宜高美","“无人驾驶,项目奖,年终奖,各种福利”","数据服务,其他","不需要融资","150-500人","/汽车/"
"126","shenduxuexidata","深度学习算法压缩工程师","上海","长宁区",15,25,"经验不限","本科","WESTWELLlab西井科技","“福利好,晋升机会高,海外交流,公司好”","数据服务,硬件","B轮","50-150人","/视频/机器学习/"
"127","shenduxuexidata","深度学习主任科学家","北京","清河",40,80,"经验5-10年","博士","悉见科技","“福利完善,核心职位,前沿科技,年终奖”","移动互联网,硬件","B轮","50-150人","/计算机视觉/人工智能/机器学习/"
"128","shenduxuexidata","深度学习（杭州）","杭州","古荡",19,30,"经验不限","硕士","图普科技（深度学习图像识别云）","“人工智能 高速发展 弹性工作 周末双休”","移动互联网,数据服务","A轮","50-150人","/技能培训/年底双薪/股票期权/带薪年假/"
"129","shenduxuexidata","深度学习","北京","三元桥",20,40,"经验3-5年","硕士","极课大数据","“大数据,算法”","教育、移动互联网","C轮","150-500人","/教育/大数据/算法/"
