"","belong","name","city","district","lowsalary","highsalary","experience","degree","company","companyintroduction","companyfield","companyfinancial","companymembers","tags"
"1544","tuxiangshibiedata","大数据机器学习研究员","深圳","南山区",20,25,"经验1-3年","硕士","大丰收DFS168.com","“发展空间大,学习机会多,薪酬有竞争,环境优越”","电子商务,O2O","C轮","150-500人","/大数据/数据挖掘/"
"1545","tuxiangshibiedata","深度学习算法工程师","北京","丰台区",12,20,"经验3-5年","本科","中住（北京）数据科技有限公司","“五险一金 绩效奖金 周末双休”","数据服务区块链","不需要融资","150-500人","/"
"1546","tuxiangshibiedata","算法工程师","北京","酒仙桥",30,50,"经验3-5年","本科","车好多集团","“核心团队、优秀的成员”","O2O","C轮","2000人以上","/NLP/图像处理/语音识别/推荐/"
"1547","tuxiangshibiedata","深度学习算法工程师实习生","上海","东外滩",6,7,"经验应届毕业生","硕士","平安科技","“年终丰厚 全年技术交流不间断”","金融","不需要融资","2000人以上","/人工智能/"
"1548","tuxiangshibiedata","数据挖掘专家","北京","北京大学",40,80,"经验5-10年","本科","太古代科技","“互联网公司，专注AI领域，氛围好，待遇优”","区块链,人工智能","B轮","50-150人","/大数据/移动互联网/数据分析/数据处理/"
"1549","tuxiangshibiedata","Machine Learning 机器学习工程师","上海","北京西路",60,100,"经验5-10年","本科","星垂智能","“国际化团队, 高层写字楼, 完善的福利”","移动互联网,人工智能","不需要融资","15-50人","/深度学习/图像处理/NLP/"
"1550","tuxiangshibiedata","游戏测试工程师","成都","高新区",5,6,"经验不限","不限","多益网络","“互联网百强”","移动互联网,游戏","不需要融资","500-2000人","/游戏/脚本/自动化/"
"1551","tuxiangshibiedata","高级商务经理","宁波","镇海区",8,15,"经验1-3年","本科","码隆科技","“海边办公室,大牛云集,包午餐,成长空间大”","移动互联网","B轮","50-150人","/市场/"
"1552","tuxiangshibiedata","web前端（PC端）","郑州","金水区",6,10,"经验1-3年","本科","UU跑腿","“五险一金,带薪年假,节日福利,员工旅游”","移动互联网,O2O","B轮","150-500人","/Reactnative/前端开发/Node.js/"
"1553","tuxiangshibiedata","售前顾问","上海","田林",25,50,"经验5-10年","本科","竹间智能科技(上海)有限公司","“发展空间大,弹性工作,期权激励”","移动互联网,其他","B轮","150-500人","/游戏策划/数值/"
"1554","tuxiangshibiedata","资深AI产品经理","上海","南外滩",20,40,"经验5-10年","本科","极链科技Video++","“福利健全,独角兽公司,福利年假,大牛团队”","数据服务,文化娱乐","C轮","150-500人","/大数据/云计算/需求分析/产品设计/"
"1555","tuxiangshibiedata","产品总监","深圳","深圳湾",30,50,"经验不限","本科","华付信息","“人工智能、人脸识别、OCR”","移动互联网,硬件","不需要融资","150-500人","/其他/部门管理/战略管理/"
"1556","tuxiangshibiedata","解决方案销售顾问","深圳","南山区",15,25,"经验1-3年","本科","矽递科技","“亚洲龙头,全球第三,自有品牌,工贸一体”","移动互联网,硬件","不需要融资","150-500人","/客户代表/FAE/"
"1557","tuxiangshibiedata","机器学习/深度学习算法研究员/专家","北京","望京",25,40,"经验3-5年","本科","美团点评","“技术大牛；免费班车”","移动互联网,O2O","上市公司","2000人以上","/人工智能/"
"1558","tuxiangshibiedata","AI算法工程师","广州","琶洲",20,40,"经验3-5年","硕士","逗号智能","“双休,六险一金,双地铁,扁平管理”","移动互联网,人工智能","A轮","50-150人","/人工智能/深度学习/图像处理/计算机视觉/"
"1559","tuxiangshibiedata","深度学习算法专家","上海","浦东新区",40,80,"经验1-3年","博士","海深科技","“年底多薪 技术大牛 学术氛围好 成长迅速”","移动互联网,电子商务","A轮","15-50人","/"
"1560","tuxiangshibiedata","深度学习","上海","杨浦区",25,35,"经验1-3年","硕士","R2.ai","“AI,深度学习”","人工智能","A轮","50-150人","/人工智能/图像处理/"
"1561","tuxiangshibiedata","深度学习算法工程师实习生","深圳","南山区",6,7,"经验应届毕业生","硕士","平安科技","“年终丰厚 全年技术交流不间断”","金融","不需要融资","2000人以上","/人工智能/"
"1562","tuxiangshibiedata","人工智能产品经理","上海","田林",20,40,"经验3-5年","本科","竹间智能科技(上海)有限公司","“高效团队,发展前景大,带薪年假”","移动互联网,其他","B轮","150-500人","/产品设计/产品策划/需求分析/项目管理/"
"1563","tuxiangshibiedata","AI主管","广州","琶洲",50,80,"经验5-10年","硕士","逗号智能","“双休,六险一金,弹性工作,扁平管理”","移动互联网,人工智能","A轮","50-150人","/智能硬件/人工智能/机器学习/深度学习/算法/"
"1564","tuxiangshibiedata","计算机视觉算法工程师","上海","浦东新区",25,50,"经验1-3年","硕士","海深科技","“年底多薪 技术大牛 学术氛围好 成长迅速”","移动互联网,电子商务","A轮","15-50人","/深度学习/人工智能/"
"1565","tuxiangshibiedata","算法工程师","杭州","长河",15,30,"经验3-5年","本科","杭州有盾网络科技有限公司","“五险一金 免费班车 员工旅游 年终奖金”","移动互联网,数据服务","不需要融资","50-150人","/机器学习/图像处理/人工智能/"
"1566","tuxiangshibiedata","客户经理(人工智能数据方向)","北京","西三旗",10,15,"经验1-3年","大专","标贝科技","“晋升空间 行业优势”","移动互联网,数据服务","A轮","50-150人","/大客户销售/客户代表/"
"1567","tuxiangshibiedata","AGV导航工程师","佛山","顺德区",15,30,"经验3-5年","本科","博智林机器人公司","“大牛云集，15薪”","移动互联网,人工智能","上市公司","500-2000人","/计算机视觉/"
"1568","tuxiangshibiedata","人工智能工程师","杭州","余杭区",40,60,"经验3-5年","硕士","白租","“双休、下午茶、生日福利”","移动互联网,生活服务","A轮","50-150人","/阿里系/无限发展空间/创业氛围/股票期权/"
"1569","tuxiangshibiedata","机器学习/深度学习","大连","火炬路",15,25,"经验3-5年","硕士","LINE China","“弹性工作制,绩效奖金,加班补助,股票期权”","移动互联网,游戏","上市公司","150-500人","/图像处理/数据挖掘/"
"1570","tuxiangshibiedata","算法工程师（ 图像和视频处理）","上海","龙华",20,40,"经验3-5年","本科","天壤智能","“AI,人工智能,城市大脑”","移动互联网,企业服务","A轮","50-150人","/深度学习/图像处理/人工智能/"
"1571","tuxiangshibiedata","C/C++高级工程师(图像识别算法方向)","成都","高新区",18,25,"经验3-5年","本科","生学教育","“五险一金 带薪年假 年终奖金 年度体检”","移动互联网,教育","A轮","150-500人","/教育/大数据/人工智能/图像处理/"
"1572","tuxiangshibiedata","机器学习工程师","成都","四川大学",12,24,"经验3-5年","不限","顶呱呱","“大平台,双休,包吃,非外包”","金融","上市公司","2000人以上","/人工智能/"
"1573","tuxiangshibiedata","AI解决方案架构师","北京","上地",18,35,"经验3-5年","硕士","深思考人工智能机器人","“弹性工时、核心岗位、AI”","移动互联网,企业服务","A轮","50-150人","/其他/图像处理/人工智能/机器学习/"
"1574","tuxiangshibiedata","机器学习算法工程师-推荐算法方向","北京","亮马桥",25,40,"经验3-5年","硕士","北京超盟数据科技有限公司","“六险一金，周末双休，弹性考勤，发展空间大”","数据服务,企业服务","A轮","50-150人","/企业服务/建模/"
"1575","tuxiangshibiedata","AI工程师","成都","武侯区",15,20,"经验3-5年","大专","创立科技","“系统安全”","移动互联网,硬件","上市公司","500-2000人","/人工智能/机器学习/"
"1576","tuxiangshibiedata","产品经理","深圳","深圳湾",15,30,"经验5-10年","本科","竹间智能科技(上海)有限公司","“高效团队,发展前景大,带薪年假,期权激励”","移动互联网,其他","B轮","150-500人","/产品设计/产品策划/"
"1577","tuxiangshibiedata","深度学习算法工程师","上海","浦东新区",25,50,"经验1-3年","硕士","海深科技","“年底多薪 技术大牛 学术氛围好 成长迅速”","移动互联网,电子商务","A轮","15-50人","/计算机视觉/"
"1578","tuxiangshibiedata","算法工程师","佛山","顺德区",20,40,"经验3-5年","本科","博智林机器人公司","“大牛云集，15薪”","移动互联网,人工智能","上市公司","500-2000人","/人工智能/"
"1579","tuxiangshibiedata","算法工程师（OCR）","上海","龙华",25,40,"经验1-3年","硕士","天壤智能","“AI,人工智能,城市大脑”","移动互联网,企业服务","A轮","50-150人","/图像处理/人工智能/"
"1580","tuxiangshibiedata","大数据工程师（机器学习、数据仓库）","成都","四川大学",10,20,"经验3-5年","大专","顶呱呱","“大平台,双休,包吃,非外包”","金融","上市公司","2000人以上","/算法/数据架构/"
"1581","tuxiangshibiedata","机器学习/深度学习算法工程师","北京","上地",15,30,"经验1-3年","硕士","深思考人工智能机器人","“弹性工时、核心岗位、AI”","移动互联网,企业服务","A轮","50-150人","/其他/建模/"
"1582","tuxiangshibiedata","算法工程师(优化与调度)","北京","亮马桥",30,40,"经验5-10年","硕士","北京超盟数据科技有限公司","“六险一金，周末双休，弹性考勤，发展空间大”","数据服务,企业服务","A轮","50-150人","/企业服务/建模/机器学习/人工智能/"
"1583","tuxiangshibiedata","建图与定位资深算法专家-无人车","北京","望京",35,65,"经验5-10年","硕士","美团点评","“技术大牛”","移动互联网,O2O","上市公司","2000人以上","/机器学习/图像处理/"
"1584","tuxiangshibiedata","算法工程师","上海","漕宝路",20,40,"经验不限","不限","上海知墨","“氛围活跃,技术大牛,弹性工作,不打卡”","教育","不需要融资","50-150人","/人工智能/图像处理/"
"1585","tuxiangshibiedata","机器视觉工程师","成都","武侯区",15,30,"经验3-5年","本科","成都睿码科技有限责任公司（KANKAN AI）","“六险一金、年底双薪、年终绩效、多重福利”","移动互联网,数据服务","上市公司","150-500人","/C++/"
"1586","tuxiangshibiedata","深度学习算法工程师","杭州","长河",20,40,"经验1-3年","本科","杭州智团","“智慧医疗,深度学习,医疗图像”","医疗健康","不需要融资","50-150人","/软件开发/ERP/"
"1587","tuxiangshibiedata","高级c++开发工程师","合肥","高新区",15,25,"经验3-5年","本科","图麟科技","“人工智能行业 发展快 了解前沿技术”","移动互联网,硬件","A轮","50-150人","/云计算/大数据/Linux/Unix/"
"1588","tuxiangshibiedata","47218X-产品经理(图像识别方向)","深圳","南山区",15,30,"经验1-3年","本科","平安智慧城","“五险一金,年终分红,带薪年假,节日福利”","移动互联网","不需要融资","2000人以上","/其他/产品设计/"
"1589","tuxiangshibiedata","高级算法工程师","北京","昌平区",20,40,"经验3-5年","本科","完美智能","“发展空间大,年底多薪”","电子商务,硬件","天使轮","15-50人","/大数据/新零售/数据挖掘/计算机视觉/图像处理/"
"1590","tuxiangshibiedata","算法数据实习生","北京","海淀区",8,9,"经验不限","本科","字节跳动","“弹性工作，免费三餐，租房补贴，带薪休假”","移动互联网,数据服务","C轮","2000人以上","/算法/"
"1591","tuxiangshibiedata","软件开发工程师","上海","张江",14,25,"经验1-3年","本科","海深科技","“年终多薪,技术大牛,周末双休,福利好”","移动互联网,电子商务","A轮","15-50人","/移动互联网/新零售/Linux/Unix/Node.js/后端/Python/"
"1592","tuxiangshibiedata","深度学习算法专家（无人配送）","北京","望京",35,50,"经验5-10年","硕士","美团点评","“技术大牛,无人驾驶”","移动互联网,O2O","上市公司","2000人以上","/人工智能/机器学习/"
"1593","tuxiangshibiedata","机器视觉工程师","上海","虹口区",15,30,"经验3-5年","本科","成都睿码科技有限责任公司（KANKAN AI）","“六险一金、年底双薪、年终绩效、多重福利”","移动互联网,数据服务","上市公司","150-500人","/C++/"
"1594","tuxiangshibiedata","算法工程师（图像）","上海","张江",15,30,"经验1-3年","硕士","图麟科技","“人工智能行业 核心系统开发”","移动互联网,硬件","A轮","50-150人","/云计算/移动互联网/人工智能/图像处理/"
"1595","tuxiangshibiedata","金融工程研究员","武汉","流芳",10,20,"经验3-5年","硕士","优品财富管理有限公司","“五险一金 双休”","金融","未融资","500-2000人","/证券/期货/算法/"
"1596","tuxiangshibiedata","机器学习/计算机视觉","武汉","东湖新技术开发区",15,30,"经验3-5年","硕士","武汉心络科技有限公司","“五险一金,免费午餐,期权股权,住房补贴”","医疗健康数据服务","未融资","50-150人","/NLP/人工智能/"
"1597","tuxiangshibiedata","爬虫工程师","广州","越秀区",9,18,"经验3-5年","大专","聚焦网络集团","“周末双休，五险一金，带薪休假，年终表彰”","移动互联网,电子商务","未融资","150-500人","/数据挖掘/抓取/"
"1598","tuxiangshibiedata","资深算法工程师","杭州","古荡",20,40,"经验3-5年","硕士","Club Factory","“精英团队,核心部门,海量数据,上升空间大”","电子商务,移动互联网","C轮","150-500人","/电商/物流/机器学习/搜索/推荐/"
"1599","tuxiangshibiedata","深度学习算法工程师","北京","望京",25,50,"经验1-3年","本科","觉非科技","“发展前景好技术大牛薪酬福利高优质团队”","移动互联网,人工智能","A轮","15-50人","/图像处理/机器学习/数据挖掘/"
"1600","tuxiangshibiedata","C# / .Net 高级研发工程师","成都","高新区",15,30,"经验5-10年","本科","译讯信息科技","“良好环境,丰厚待遇,人性化管理,职业规划”","企业服务、生活服务","天使轮","15-50人","/视频/C#/.NET/C++/Java/"
"1601","tuxiangshibiedata","Java后台研发工程师","北京","中关村",20,35,"经验3-5年","本科","思图场景","“行业前景好,工作氛围优,公司发展快”","数据服务,企业服务","天使轮","50-150人","/大数据/金融/"
"1602","tuxiangshibiedata","计算机视觉产品经理","北京","朝阳区",10,20,"经验3-5年","本科","健康有益","“行业发展,薪酬激励,个人成长”","移动互联网,医疗健康","B轮","50-150人","/医疗健康/产品设计/"
"1603","tuxiangshibiedata","测试开发工程师","杭州","西溪",20,40,"经验3-5年","本科","Rokid","“五险一金,技术大牛,人工智能,模型算法”","电子商务,移动互联网","B轮","150-500人","/智能硬件/功能测试/性能测试/Server端测试/"
"1604","tuxiangshibiedata","视频分析开发工程师","武汉","东湖新技术开发区",6,10,"经验1-3年","硕士","华电科技","“大平台,待遇好,环境优越,学习机会多”","移动互联网,数据服务","不需要融资","150-500人","/移动互联网/C/Python/图像处理/数字信号处理/"
"1605","tuxiangshibiedata","计算机视觉(阿里中兵合资)","上海","杨浦区",22,35,"经验不限","硕士","千寻位置","“发展平台大,互联网氛围”","移动互联网","不需要融资","150-500人","/机器学习/模式识别/算法/"
"1606","tuxiangshibiedata","项目经理","上海","浦东新区",8,15,"经验1-3年","本科","海深科技","“年底多薪 发展空间大 福利好 待遇优厚”","移动互联网,电子商务","A轮","15-50人","/新零售/移动互联网/项目管理/PMP/需求分析/解决方案/"
"1607","tuxiangshibiedata","前端工程师","北京","朝阳区",20,40,"经验5-10年","本科","美团点评","“六险一金，员工体检，领导nice”","移动互联网,O2O","上市公司","2000人以上","/移动互联网/HTML5/CSS/Javascript/Node.js/"
"1608","tuxiangshibiedata","C++/Go工程师","杭州","西湖区",20,40,"经验3-5年","本科","Rokid","“算法工程化,图像识别,语音识别,容器化”","电子商务,移动互联网","B轮","150-500人","/分布式/算法/"
"1609","tuxiangshibiedata","算法专家","杭州","古荡",25,50,"经验3-5年","硕士","Club Factory","“弹性工作,周末双休”","电子商务,移动互联网","C轮","150-500人","/海量大数据/世界级产品/AI/智能供应链/"
"1610","tuxiangshibiedata","机器学习／深度学习","上海","杨浦区",18,35,"经验3-5年","本科","千寻位置","“阿里系平台 发展前景广阔”","移动互联网","不需要融资","150-500人","/节日礼物/股票期权/带薪年假/绩效奖金/"
"1611","tuxiangshibiedata","资深AI算法工程师","北京","朝阳区",25,50,"经验不限","硕士","和信康","“前沿项目,发展空间大,技术大牛,领导好”","其他","B轮","50-150人","/医疗健康/深度学习/图像处理/人工智能/"
"1612","tuxiangshibiedata","AI工程师","成都","锦江区",10,20,"经验3-5年","本科","思源时代","“团队氛围好,领导好”","企业服务,数据服务","不需要融资","150-500人","/人工智能/图像处理/算法/"
"1613","tuxiangshibiedata","产品经理","北京","上地",10,20,"经验3-5年","本科","极限元","“优秀员工奖 五险一金 带薪年假”","硬件,企业服务","A轮","15-50人","/产品设计/交互设计/用户研究/"
"1614","tuxiangshibiedata","实习岗 -算法工程师","深圳","南山区",5,10,"经验不限","硕士","风变科技（深圳）有限公司","“技术氛围,前沿技术,数据意识,欢乐工作”","移动互联网,教育","A轮","150-500人","/教育/数据挖掘/"
"1615","tuxiangshibiedata","高级算法工程师","北京","朝阳区",20,40,"经验3-5年","硕士","周同科技","“年底双薪、带薪年假、扁平化管理”","移动互联网,数据服务","A轮","50-150人","/深度学习/计算机视觉/人工智能/"
"1616","tuxiangshibiedata","大数据挖掘工程师","北京","丰台体育馆",11,20,"经验1-3年","本科","长城汽车","“五险一金、午餐补助、双休”","不限","上市公司","2000人以上","/数据架构/数据仓库/数据分析/"
"1617","tuxiangshibiedata","算法工程师","杭州","西溪",20,35,"经验3-5年","本科","惠借科技","“弹性工作,五险一金,发展空间广,福利好”","移动互联网","天使轮","50-150人","/移动互联网/互联网金融/机器学习/人工智能/"
"1618","tuxiangshibiedata","深度学习（图像处理）计算机视觉工程师","上海","龙华",20,40,"经验3-5年","本科","天壤智能","“人工智能,带薪年假,免费零食”","移动互联网,企业服务","A轮","50-150人","/算法/数据分析/"
"1619","tuxiangshibiedata","产品咨询顾问","北京","五道口",15,30,"经验1-3年","本科","竹间智能科技(上海)有限公司","“酷炫的产品 宽松的环境 筻多的发展可能”","移动互联网,其他","B轮","150-500人","/产品设计/产品策划/"
"1620","tuxiangshibiedata","算法工程师","上海","共和新路",15,30,"经验不限","硕士","晶赞科技Zamplus","“大数据,互联网”","数据服务,文化娱乐","D轮及以上","150-500人","/深度学习/机器学习/建模/"
"1621","tuxiangshibiedata","美团点评-AI高级软件工程师","北京","望京",25,40,"经验5-10年","本科","美团点评","“技术氛围”","移动互联网,O2O","上市公司","2000人以上","/人工智能/"
"1622","tuxiangshibiedata","算法工程师","杭州","古荡",15,20,"经验1-3年","硕士","Club Factory","“世界级产品,海量数据,技术创新,技术成长快”","电子商务,移动互联网","C轮","150-500人","/数据挖掘/"
"1623","tuxiangshibiedata","算法工程师","深圳","南山区",15,30,"经验1-3年","硕士","风变科技（深圳）有限公司","“技术氛围,前沿技术,团队年轻,团队专业”","移动互联网,教育","A轮","150-500人","/数据挖掘/数据分析/"
"1624","tuxiangshibiedata","资深算法工程师","北京","朝阳区",20,40,"经验3-5年","硕士","周同科技","“年底双薪、带薪年假、扁平化管理”","移动互联网,数据服务","A轮","50-150人","/深度学习/图像处理/计算机视觉/人工智能/"
"1625","tuxiangshibiedata","机器学习科学家-杭州-00097","杭州","仓前",30,60,"经验5-10年","硕士","同盾科技","“发展空间大,福利待遇好,大牛多,硅谷实验室”","信息安全,数据服务","C轮","500-2000人","/算法/数据挖掘/"
"1626","tuxiangshibiedata","高级嵌入式软件工程师","上海","长宁区",18,28,"经验3-5年","硕士","WESTWELLlab西井科技","“公司环境好,福利好,晋升快,补贴多”","数据服务,硬件","B轮","50-150人","/Linux/"
"1627","tuxiangshibiedata","linux C++开发工程师","南京","栖霞区",10,20,"经验1-3年","本科","地平线机器人","“人工智能,弹性工作,大牛团队,完美福利”","移动互联网,硬件","B轮","500-2000人","/软件开发/"
"1628","tuxiangshibiedata","AI研发工程师","上海","漕宝路",10,20,"经验1-3年","本科","卓繁信息","“年底双薪 带薪年假 领导nice”","企业服务,其他","不需要融资","150-500人","/人工智能/机器学习/深度学习/语音识别/"
"1629","tuxiangshibiedata","QQ浏览器摄像头AR项目产品运营","深圳","科技园",10,20,"经验1-3年","本科","腾讯","“人工智能,工作有创意,团队优秀”","移动互联网,游戏","上市公司","2000人以上","/活动策划/内容运营/用户运营/品牌运营/"
"1630","tuxiangshibiedata","产品经理（高级）","深圳","南山区",15,30,"经验3-5年","本科","暴鸡电竞","“腾讯系背景,扁平管理,发展空间大”","移动互联网,文化娱乐","A轮","150-500人","/产品策划/产品设计/用户研究/需求分析/"
"1631","tuxiangshibiedata","计算机视觉实习生","北京","望京",4,5,"经验应届毕业生","不限","陌陌","“技术氛围浓”","社交网络","上市公司","500-2000人","/深度学习/图像处理/"
"1632","tuxiangshibiedata","深度学习算法工程师","广州","员村",15,30,"经验不限","硕士","星舆科技","“高速成长,扁平化,行业前景佳,科研氛围”","移动互联网,数据服务","A轮","50-150人","/地图/大数据/人工智能/图像处理/"
"1633","tuxiangshibiedata","高级算法工程师","广州","五山",20,35,"经验5-10年","本科","中国电信云计算公司","“有竞争力的薪酬，六险二金，扁平化管理”","数据服务","上市公司","500-2000人","/云计算/大数据/"
"1634","tuxiangshibiedata","0221H6-资深AI后台开发工程师","深圳","福田区",15,30,"经验3-5年","本科","平安人寿","“五险一金,带薪年假,节日福利”","金融","上市公司","2000人以上","/移动互联网/人工智能/机器学习/深度学习/"
"1635","tuxiangshibiedata","人工智能算法工程师","北京","海淀区",30,60,"经验3-5年","本科","生命奇点","“高端团队,投资风口,快速上升,资金充足”","医疗健康,数据服务","A轮","50-150人","/NLP/数据挖掘/"
"1636","tuxiangshibiedata","美团点评-AI高级硬件工程师","北京","望京",25,40,"经验5-10年","本科","美团点评","“技术氛围”","移动互联网,O2O","上市公司","2000人以上","/人工智能/"
"1637","tuxiangshibiedata","算法实习生（AI智能）","北京","朝阳区",5,10,"经验1年以下","硕士","周同科技","“近邻地铁,办公环境优,扁平管理,氛围佳”","移动互联网,数据服务","A轮","50-150人","/信息安全/移动互联网/人工智能/深度学习/图像处理/"
"1638","tuxiangshibiedata","计算机视觉高级研究员","上海","漕宝路",20,40,"经验3-5年","博士","腾讯","“发展空间大，行业前景广阔，公司福利靠谱”","移动互联网,游戏","上市公司","2000人以上","/人工智能/机器学习/"
"1639","tuxiangshibiedata","算法工程师","上海","东方路",20,35,"经验1-3年","硕士","上海你我贷互联网金融信息服务","“周末双休,五险一金,带薪年假,节日福利”","金融","未融资","2000人以上","/人工智能/机器学习/建模/"
"1640","tuxiangshibiedata","安卓高级，资深开发工程师","杭州","拱墅区",20,40,"经验5-10年","本科","场景鹿","“物联网,新兴产业,落地项目”","生活服务,硬件","B轮","150-500人","/视频/Android/IOS/嵌入式/"
"1641","tuxiangshibiedata","人工智能工程师（厦门社招2019）","厦门","思明区",20,40,"经验5-10年","本科","建信金科","“完善的职业发展空间、六险一金、餐补房补”","金融不限","不需要融资","2000人以上","/大数据/互联网金融/机器学习/深度学习/算法/"
"1642","tuxiangshibiedata","深度学习算法工程师","北京","朝阳区",25,50,"经验1-3年","本科","便利蜂","“股票期权,弹性工作制,六险一金,发展前景好”","移动互联网,生活服务","不需要融资","2000人以上","/计算机视觉/图像处理/"
"1643","tuxiangshibiedata","深度学习工程师","上海","江苏路地铁",14,24,"经验不限","硕士","WESTWELLlab西井科技","“全球顶尖神经形态团队+一线薪酬福利”","数据服务,硬件","B轮","50-150人","/技能培训/股票期权/带薪年假/绩效奖金/"
"1644","tuxiangshibiedata","高级C++开发工程师","北京","五道口",25,45,"经验3-5年","本科","商汤科技","“人工智能”","移动互联网","C轮","2000人以上","/人工智能/图像处理/算法/"
"1645","tuxiangshibiedata","人工智能负责人","上海","颛桥",25,50,"经验5-10年","博士","雷泰智能","“五险一金”","人工智能","B轮","150-500人","/医疗健康/移动互联网/部门管理/技术管理/领导力/团队建设/"
"1646","tuxiangshibiedata","机器学习算法工程师","成都","武侯区",8,16,"经验不限","大专","无糖信息","“年轻团队 扁平管理 带薪年假 周末双休”","信息安全,数据服务","A轮","50-150人","/图像处理/语音识别/数据挖掘/"
"1647","tuxiangshibiedata","机器视觉算法工程师","西安","边家村",15,20,"经验3-5年","硕士","镁伽机器人","“弹性工作，免费午餐，五险一金，定期团建”","硬件","A轮","50-150人","/人工智能/"
"1648","tuxiangshibiedata","AI产品经理","北京","丰台体育馆",13,25,"经验不限","本科","长城汽车","“AI方向,产品规划,市场调研,前沿岗位”","不限","上市公司","2000人以上","/产品设计/用户研究/需求分析/数据分析/"
"1649","tuxiangshibiedata","算法开发工程师（视频图像方向）","北京","三元桥",20,40,"经验1-3年","本科","北京睿企信息科技有限公司","“六险一金 ；定期体检；扁平管理；定期团建”","移动互联网,信息安全","A轮","50-150人","/大数据/信息安全/深度学习/图像处理/计算机视觉/"
"1650","tuxiangshibiedata","算法工程师","深圳","宝安区",15,20,"经验不限","本科","千巡科技","“机器人”","人工智能","天使轮","15-50人","/图像处理/机器学习/深度学习/"
"1651","tuxiangshibiedata","美团点评-AI软件产品经理","北京","望京",25,40,"经验5-10年","本科","美团点评","“技术氛围”","移动互联网,O2O","上市公司","2000人以上","/人工智能/"
"1652","tuxiangshibiedata","上海-计算机视觉工程师","上海","漕宝路",30,60,"经验5-10年","本科","腾讯","“大平台”","移动互联网,游戏","上市公司","2000人以上","/云计算/大数据/人工智能/图像处理/模式识别/"
"1653","tuxiangshibiedata","深度学习算法工程师(J10429)","北京","朝阳区",25,50,"经验3-5年","本科","便利蜂","“发展空间”","移动互联网,生活服务","不需要融资","2000人以上","/图像处理/"
"1654","tuxiangshibiedata","高级系统架构师","深圳","大冲",15,25,"经验5-10年","本科","量子云码","“周末双休、五险一金”","信息安全,数据服务","天使轮","15-50人","/大数据/"
"1655","tuxiangshibiedata","c/c++高级开发工程师","北京","中关村",25,30,"经验3-5年","本科","葡萄智学","“发展前景好”","移动互联网,教育","天使轮","50-150人","/教育/服务器端/"
"1656","tuxiangshibiedata","嵌入式开发工程师","南京","尧化",10,20,"经验不限","本科","地平线机器人","“大牛团队 人工智能 福利多多 弹性工作”","移动互联网,硬件","B轮","500-2000人","/节日礼物/带薪年假/定期体检/弹性工作/"
"1657","tuxiangshibiedata","高级算法技术专家/架构师","上海","长宁区",50,70,"经验5-10年","硕士","拼多多","“平台好,大牛多,薪资待遇佳”","电子商务,移动互联网","上市公司","2000人以上","/大数据/数据挖掘/"
"1658","tuxiangshibiedata","算法实习生(2020届)","上海","张江",4,6,"经验应届毕业生","硕士","七牛云","“六险一金 免费零食健身 技术大牛”","移动互联网,数据服务","D轮及以上","500-2000人","/人工智能/计算机视觉/"
"1659","tuxiangshibiedata","售前工程师","北京","西北旺",8,15,"经验3-5年","本科","清帆科技","“创业公司,期权激励,技术大咖,优秀团队”","移动互联网,教育","A轮","15-50人","/技术支持/售前支持/"
"1660","tuxiangshibiedata","自动驾驶视觉感知算法工程师","宁波","慈溪市",20,40,"经验不限","本科","吉利汽车","“六险一金,节假日福利,误餐补贴,通讯补贴”","生活服务,其他","上市公司","2000人以上","/深度学习/计算机视觉/图像处理/"
"1661","tuxiangshibiedata","深度学习-算法团队负责人","广州","越秀区",50,80,"经验3-5年","本科","筷子科技","“人工智能,产品牛,前景好,氛围活跃”","数据服务,广告营销","B轮","50-150人","/人工智能/机器学习/"
"1662","tuxiangshibiedata","计算机视觉算法工程师","上海","徐汇区",20,40,"经验不限","硕士","Xmov","“明星团队,顶级科学家,顶级风投,期权丰厚”","移动互联网,数据服务","天使轮","15-50人","/人工智能/机器学习/图像处理/"
"1663","tuxiangshibiedata","软件工程师","长沙","天心区",10,20,"经验3-5年","本科","湖南优美兴集团","“节假日慰问,五险一金,享受带薪假,周末双休”","人工智能、区块链","未融资","150-500人","/云计算/移动互联网/测试开发/"
"1664","tuxiangshibiedata","数据科学家","北京","北苑",40,70,"经验5-10年","本科","玖富集团","“互联网金融 top2 领导好”","金融","D轮及以上","2000人以上","/人工智能/机器学习/深度学习/"
"1665","tuxiangshibiedata","机器学习工程师 (MJ000057)","上海","海宁路",20,40,"经验3-5年","本科","中腾信","“五险一金，发展空间大，定期体检，发展好”","金融","不需要融资","2000人以上","/NLP/"
"1666","tuxiangshibiedata","美团点评-AI硬件产品经理","北京","望京",25,40,"经验5-10年","本科","美团点评","“技术氛围”","移动互联网,O2O","上市公司","2000人以上","/人工智能/"
"1667","tuxiangshibiedata","深圳-计算机视觉工程师","深圳","前海",30,60,"经验5-10年","本科","腾讯","“大平台”","移动互联网,游戏","上市公司","2000人以上","/云计算/大数据/人工智能/图像处理/模式识别/"
"1668","tuxiangshibiedata","零售运营助理(J11604)","北京","大山子",10,15,"经验1-3年","本科","便利蜂","“平台大,发展好,福利好”","移动互联网,生活服务","不需要融资","2000人以上","/新零售/"
"1669","tuxiangshibiedata","机器学习工程师","上海","七浦路",25,50,"经验3-5年","硕士","中腾信","“缴纳五险一金，奖金丰厚”","金融","不需要融资","2000人以上","/算法/"
