"","name","location","salary","require","time","company","companysituation","companyintro","tags"
"13","机器视觉算法工程师","北京·海淀区","15k-30k","经验3-5年/本科","08:19发布","创源微致","移动互联网/不需要融资/500-2000人","“发展前景,丰厚年终奖,六险一金,良好氛围”","/图像处理/机器学习/深度学习/"
"14","机器学习/计算机视觉","武汉·东湖新技术开发区","15k-30k","经验3-5年/硕士","18:20发布","武汉心络科技有限公司","医疗健康数据服务/未融资/50-150人","“五险一金,免费午餐,期权股权,住房补贴”","/NLP/人工智能/"
"15","机器视觉","上海·复旦大学","25k-35k","经验5-10年/本科","2019-03-10","上海悦易","O2O/D轮及以上/2000人以上","“期权 晋升快 大型互联网企业”","/人工智能/计算机视觉/图像处理/"
"16","机器视觉","佛山·顺德区","20k-40k","经验5-10年/本科","16:41发布","博智林机器人公司","移动互联网,人工智能/上市公司/500-2000人","“高薪,高平台”","/计算机视觉/人工智能/"
"17","机器视觉工程师","武汉·车站","20k-40k","经验3-5年/硕士","09:49发布","成都睿码科技有限责任公司（KANKAN AI）","移动互联网,数据服务/上市公司/150-500人","“五险一金，年底双薪、年终绩效、多重福利”","/人工智能/机器学习/"
"18","机器视觉系统开发工程师","重庆·鸳鸯","10k-15k","经验1-3年/本科","10:29发布","轻推","移动互联网/不需要融资/150-500人","“世界500强央企 大平台”","/大数据/工具软件/"
"19","机器视觉算法工程师","西安·边家村","15k-20k","经验3-5年/硕士","2019-03-15","镁伽机器人","硬件/A轮/50-150人","“弹性工作，免费午餐，五险一金，定期团建”","/人工智能/"
"20","机器视觉工程师","广州·五山","13k-25k","经验3-5年/本科","2天前发布","华工邦元","硬件,数据服务/不需要融资/50-150人","“系统分析,模块设计,架构设计”","/计算机视觉/模式识别/人工智能/"
"21","机器视觉工程师","北京·昌平区","15k-30k","经验3-5年/本科","2天前发布","华开领航","其他,人工智能/未融资/15-50人","“年终奖、餐补、六险一金、周末双休等”","/人工智能/深度学习/"
"22","机器视觉工程师","温州·瓯海区","5k-10k","经验不限/本科","2019-03-15","优迈德","硬件,人工智能/不需要融资/15-50人","“并非单纯互联网公司，为智能装备行业”","/计算机视觉/图像处理/"
"23","计算机视觉算法-无人车/机器人","北京·望京","25k-45k","经验5-10年/硕士","11:15发布","美团点评","移动互联网,O2O/上市公司/2000人以上","“技术大牛”","/图像处理/"
"24","机器视觉工程师","成都·武侯区","15k-30k","经验3-5年/本科","2019-03-13","安格瑞机器人","移动互联网,数据服务/不需要融资/50-150人","“五险一金 双休 年终奖 不打卡 每月团建”","/深度学习/计算机视觉/人工智能/机器学习/"
