"","name","location","salary","require","time","company","companysituation","companyintro","tags"
"289","机器学习算法工程师","北京·海淀区","30k-60k","经验3-5年/本科","1天前发布","字节跳动","移动互联网,数据服务/C轮/2000人以上","“六险一金，免费三餐，租房补贴”","/算法/"
"290","数据挖掘/自然语言处理/机器学习/推荐系统","北京·朝阳区","25k-50k","经验3-5年/本科","2019-03-13","爱云校","教育,数据服务/C轮/500-2000人","“期权激励,大牛带,平台发展快,个人成长快”","/NLP/算法/"
"291","机器学习工程师（AI）","重庆·大竹林","20k-40k","经验不限/本科","2019-03-11","重庆易宠科技有限公司","电子商务/B轮/500-2000人","“周末双休,五险一金,平台广,前景好”","/大数据/数据挖掘/"
"292","机器学习架构师","深圳·科技园","25k-40k","经验3-5年/本科","1天前发布","智易科技","数据服务,企业服务/天使轮/15-50人","“股票期权,云计算,人工智能,弹性工作制”","/云计算/大数据/人工智能/算法/"
"293","计算机视觉-机器学习/深度学习专家","杭州·余杭区","25k-50k","经验3-5年/硕士","2019-02-27","Terminai机慧科技","移动互联网,硬件/未融资/少于15人","“期权激励,酷炫产品,人性化管理”","/模式识别/算法/"
"294","机器学习算法工程师","北京·朝阳区","20k-40k","经验3-5年/本科","09:30发布","闲徕互娱","移动互联网/不需要融资/500-2000人","“14薪 六险一金”","/图像处理/"
"295","机器学习（NLP方向）工程师","北京·定福庄","30k-50k","经验不限/硕士","2019-03-12","好大夫在线","医疗健康/D轮及以上/500-2000人","“年底双薪，绩效奖金，带薪年假”","/五险一金/带薪年假/绩效奖金/专项奖金/"
"296","机器学习研发工程师","北京·西二旗","20k-40k","经验3-5年/本科","1天前发布","饿了么星选","移动互联网,O2O/D轮及以上/2000人以上","“技术氛围好，薪资待遇高，弹性工作制”","/大数据/算法/数据挖掘/"
"297","机器学习技术专家","北京·海淀区","25k-35k","经验3-5年/本科","2019-03-11","第四范式","移动互联网/B轮/500-2000人","“人工智能,大牛超多,晋升空间”","/人工智能/算法/建模/"
"298","机器学习工程师","北京·望京","20k-40k","经验不限/本科","1天前发布","陌陌","社交网络/上市公司/500-2000人","“团队氛围好,发展空间大”","/广告营销/算法/数据挖掘/"
"299","机器学习实习生","北京·天通苑","4k-7k","经验不限/硕士","2019-03-13","阿姨多多","移动互联网,生活服务/不需要融资/少于15人","“初创团队,有活力,家的感觉”","/移动互联网/大数据/NLP/深度学习/"
"300","机器学习讲师","北京·方庄","15k-30k","经验3-5年/本科","1天前发布","达内集团","移动互联网,教育/上市公司/2000人以上","“五险一金,商业保险,股票期权”","/金融/人工智能/深度学习/"
"301","百度凤巢_机器学习/数据挖掘高级工程师","北京·西北旺","20k-40k","经验1-3年/本科","2019-03-14","百度","移动互联网,数据服务/不需要融资/2000人以上","“大平台，核心技术”","/算法/推荐/NLP/"
