"","name","location","salary","require","time","company","companysituation","companyintro","tags"
"202","NLP算法工程师","广州·大学城","15k-30k","经验1-3年/本科","09:45发布","探迹科技","数据服务,企业服务/A轮/150-500人","“五险一金,大数据AI,期权激励,扁平管理”","/大数据/机器学习/"
"203","高级自然语言处理工程师","北京·海淀区","30k-50k","经验3-5年/本科","2019-03-03","云孚科技","企业服务,移动互联网/不需要融资/15-50人","“NLP全栈,顶尖技术,顶级挑战”","/人工智能/NLP/"
"204","NLP算法工程师","北京·中关村","25k-40k","经验3-5年/本科","17:37发布","北京望石智慧科技有限公司","医疗健康,人工智能/天使轮/15-50人","“牛人多,国际视野,股票期权”","/人工智能/"
"205","自然语言处理工程师","上海·闵行区","25k-50k","经验3-5年/硕士","13:44发布","泛微","移动互联网,企业服务/上市公司/2000人以上","“五险一金,员工旅游,生日福利,免费三餐”","/大数据/人工智能/机器学习/NLP/"
"206","NLP工程师（机器学习/文本挖掘）","北京·上地","30k-60k","经验1-3年/本科","2天前发布","贝壳","移动互联网,O2O/D轮及以上/2000人以上","“扁平管理,六险二金,免费三餐,弹性工作”","/算法/"
"207","(海外AI招聘)自然语言处理算法","珠海·香洲区","25k-50k","经验不限/硕士","2019-03-13","欢聚时代（YY Inc）","移动互联网/上市公司/2000人以上","“平台大、福利多”","/人工智能/机器学习/"
"208","NLP算法工程师","武汉·流芳","15k-25k","经验3-5年/本科","18:28发布","优品财富管理有限公司","金融/未融资/500-2000人","“大牛云集”","/年底双薪/节日礼物/互联网金融/带薪年假/"
"209","NLP算法工程师","杭州·仓前","18k-35k","经验不限/本科","15:58发布","威斯科技","移动互联网/未融资/50-150人","“创始人大牛，技术氛围好，很有发展前景”","/医疗健康/"
"210","自然语言处理工程师","北京·西北旺","30k-60k","经验3-5年/硕士","1天前发布","恒昌利通","金融/不需要融资/2000人以上","“核心部门,NLP,问答系统”","/智能硬件/机器学习/NLP/算法/"
"211","NLP算法工程师","上海·张江","15k-30k","经验不限/硕士","1天前发布","达观数据","人工智能/B轮/150-500人","“六险一金 AI项目 技术培训”","/机器学习/深度学习/"
"212","自然语言处理（NLP）工程师","杭州·西溪","20k-35k","经验1-3年/本科","2019-03-08","涂鸦智能","移动互联网,硬件/C轮/500-2000人","“公司氛围好,定期体检,学习空间大”","/5星办公环境/年底奖金/团队牛B/五险一金/"
"213","人工智能NLP工程师","成都·高新区","10k-20k","经验1-3年/硕士","10:00发布","成都拓尔思","信息安全,数据服务/上市公司/150-500人","“六险一金,餐补,交通补助,上市公司”","/算法/"
"214","nlp算法工程师","上海·江桥","15k-25k","经验1-3年/硕士","1天前发布","小i机器人","企业服务,数据服务/上市公司/500-2000人","“晋升空间大,福利待遇好,餐补,人工智能”","/人工智能/机器学习/语音识别/"
"215","NLP算法工程师","北京·朝阳区","20k-40k","经验1-3年/硕士","1天前发布","周同科技","移动互联网,数据服务/A轮/50-150人","“六险一金、定期体检、带薪年假、扁平化管理”","/人工智能/深度学习/"
"216","自然语言处理研究员","广州·员村","30k-60k","经验3-5年/硕士","1天前发布","图普科技（深度学习图像识别云）","移动互联网,数据服务/A轮/50-150人","“人工智能,高速发展,弹性工作”","/机器学习/"
"217","NLP算法工程师","北京·酒仙桥","30k-60k","经验3-5年/不限","1天前发布","奇虎360金融","移动互联网,金融/未融资/500-2000人","“创新业务,优秀团队,数据量级”","/大数据/移动互联网/人工智能/"
"218","NLP工程师（机器学习/文本挖掘）","北京·上地","30k-50k","经验3-5年/本科","2天前发布","贝壳","移动互联网,O2O/D轮及以上/2000人以上","“股票期权,六险二金,免费三餐,扁平管理”","/股票期权/带薪年假/绩效奖金/扁平管理/"
"219","NLP","北京·望京","20k-40k","经验1-3年/本科","1天前发布","数美","企业服务,数据服务/B轮/150-500人","“BAT团队,互联网氛围,七险一金”","/大数据/数据挖掘/"
"220","NLP算法工程师","北京·朝阳门","20k-35k","经验3-5年/硕士","2天前发布","蛋壳公寓","O2O/B轮/2000人以上","“临近地铁； 一级核心部门；领导nice”","/房产服务/大数据/"
"221","算法工程师：NLP方向","北京·海淀区","15k-30k","经验不限/本科","09:10发布","鼎阅传媒","移动互联网/不需要融资/150-500人","“16薪 地铁周边 六险一金”","/定期体检/节日礼物/美女多/16薪/"
"222","NLP算法工程师","北京·中关村","30k-60k","经验3-5年/本科","2天前发布","趣头条","移动互联网/上市公司/500-2000人","“团队有趣,福利待遇,公司前景”","/深度学习/机器学习/"
"223","自然语言处理算法专家","北京·四惠","40k-60k","经验3-5年/本科","11:11发布","掌阅","移动互联网/上市公司/500-2000人","“上市公司,数据驱动,丰富福利,股票期权”","/机器学习/深度学习/NLP/"
"224","自然语言处理员","深圳·大冲","4k-5k","经验不限/大专","1天前发布","微创","移动互联网,电子商务/不需要融资/2000人以上","“免费早餐,免费班车,五险一金,商业保险”","/校对/审核/"
"225","自然语言处理工程师","北京·学院路","15k-20k","经验应届毕业生/硕士","10:27发布","Gridsum 国双","数据服务,企业服务/上市公司/500-2000人","“六险一金、奖金丰厚、技术牛人多”","/节日礼物/年底双薪/带薪年假/午餐补助/"
